quote,joy,sadness,anger,surprise,dominant,ambiguous,emotion
"E.L. Doctorow said once said that 'Writing a novel is like driving a car at night. You can see only as far as your headlights, but you can make the whole trip that way.' You don't have to see where you're going, you don't have to see your destination or everything you will pass along the way. You just have to see two or three feet ahead of you. This is right up there with the best advice on writing, or life, I have ever heard.",1,1,0,2,surprise,False,surprise
"It takes guts and humility to admit mistakes. Admitting we're wrong is courage, not weakness.",0,0,0,0,joy,True,happy
The place God calls you to is the place where your deep gladness and the world’s deep hunger meet.,2,0,0,0,joy,False,happy
Desperation is the raw material of drastic change. Only those who can leave behind everything they have ever believed in can hope to escape. ,1,1,0,2,surprise,False,surprise
I offer you peace. I offer you love. I offer you friendship. I see your beauty. I hear your need. I feel your feelings.,4,0,0,0,joy,False,happy
"The soul should always stand ajar, ready to welcome the ecstatic experience.",1,0,0,1,joy,False,happy
"All I ask is one thing, and I’m asking this particularly of young people: please don’t be cynical. I hate cynicism, for the record, it’s my least favorite quality and it doesn’t lead anywhere. Nobody in life gets exactly what they thought they were going to get. But if you work really hard and you’re kind, amazing things will happen.",2,1,1,0,joy,False,happy
"When defeat comes, accept it as a signal that your plans are not sound, rebuild those plans, and set sail once more toward your coveted goal.",0,0,0,0,joy,True,happy
"I am always doing that which I can not do, in order that I may learn how to do it.",0,0,0,0,joy,True,happy
You get in life what you have the courage to ask for.,0,0,0,0,joy,True,happy
I would rather make mistakes in kindness and compassion than work miracles in unkindness and hardness.,0,0,0,0,joy,True,happy
I have learned that you can go anywhere you want to go and do anything you want to do and buy all the things that you want to buy and meet all the people that you want to meet and learn all the things that you desire to learn and if you do all these things but are not madly in love: you have still not begun to live.,1,0,0,0,joy,False,happy
"There is a legend about a bird which sings just once in its life, more sweetly than any other creature on the face of the earth. From the moment it leaves the nest it searches for a thorn tree, and does not rest until it has found one. Then, singing among the savage branches, it impales itself upon the longest, sharpest spine. And, dying, it rises above its own agony to outcarol the lark and the nightingale. One superlative song, existence the price. But the whole world stills to listen, and God in His heaven smiles. For the best is only bought at the cost of great pain… Or so says the legend.",3,2,5,1,anger,True,angry
We don't receive wisdom; we must discover it for ourselves after a journey that no one can take for us or spare us.,1,0,0,0,joy,False,happy
"Hearing voices no one else can hear isn't a good sign, even in the wizarding world.",1,0,0,1,joy,False,happy
"So tonight I reach for my journal again. This is the first time I’ve done this since I came to Italy. What I write in my journal is that I am weak and full of fear. I explain that Depression and Loneliness have shown up, and I’m scared they will never leave. I say that I don’t want to take the drugs anymore, but I’m frightened I will have to. I am terrified that I will never really pull my life together",0,3,1,2,sadness,False,sad
"Before, I wanted to say: ""I found love!"" But now, I want to say: ""I found a person. And he belongs to me and I belong to him.",3,0,0,0,joy,False,happy
The only limits for tomorrow are the doubts we have today.,0,0,0,0,joy,True,happy
"If we all did the things we are really capable of doing, we would literally astound ourselves.",0,0,0,0,joy,True,happy
"The way I see it, if you want the rainbow, you gotta put up with the rain!",0,0,0,0,joy,True,happy
"It is difficult to live in and enjoy the moment when you are thinking about the past or worrying about the future. You cannot change your past, but you can ruin the present by worrying about your future. Learn from the past, plan for the future. The more you live in and enjoy the present moment, the happier you will be.",4,3,0,2,joy,True,happy
"Changing your outside world cannot make you happy if you are an unhappy person. The real personal change can only happen from the inside out. If you firstly create the change within yourself, you can turn your life around.",2,1,1,0,joy,False,happy
It was like the beginning of life and laughter. It was the real meaning of the sun,2,0,0,2,joy,False,happy
"Toni's Talk: When you invest in yourself, you have instant credibility with your biggest critic...you! As soon as you let doubt creep in---you lose that investment. Make a daily commitment to assess your worth with positive affirmations and watch your investment grow.",1,2,1,1,sadness,True,sad
"Can you remember who you were, before the world told you who you should be?",0,0,0,0,joy,True,happy
I have no right to say or do anything that diminishes a man in his own eyes. What matters is not what I think of him but what he thinks of himself. Hurting a man in his dignity is a crime.,0,1,2,0,anger,False,angry
The beautiful journey of today can only begin when we learn to let go of yesterday.,2,0,0,0,joy,False,happy
"The less you associate with some people, the more your life will improve",1,0,0,0,joy,False,happy
"Until you step into the unknown, you don’t know what you’re made of.",0,0,0,0,joy,True,happy
"You come of the Lord Adam and the Lady Eve,"" said Aslan. ""And that is both honour enough to erect the head of the poorest beggar, and shame enough to bow the shoulders of the greatest emperor on earth. Be content.",1,2,0,0,sadness,False,sad
What would you do if you weren't afraid?,0,0,0,0,joy,True,happy
All great achievements require time.,0,0,0,0,joy,True,happy
The first rule is to keep an untroubled spirit. The second is to look things in the face and know them for what they are.,0,0,0,0,joy,True,happy
"Don't wait for the right moment to start, start and make each moment right.",0,0,0,0,joy,True,happy
You can't connect the dots looking forward; you can only connect them looking backwards. So you have to trust that the dots will somehow connect in your future.,0,0,0,0,joy,True,happy
Don’t wait for things to happen. Make them happen.,0,0,0,0,joy,True,happy
"You learn something valuable from all of the significant events and people, but you never touch your true potential until you challenge yourself to go beyond imposed limitations.",1,0,1,0,joy,False,happy
I don't fit into any stereotypes. And I like myself that way.,0,0,0,0,joy,True,happy
"...Next time you're faced with a choice, do the right thing. It hurts everyone less in the long run.",0,0,0,0,joy,True,happy
Good things happen in your life when you surround yourself with positive people.,1,0,0,1,joy,False,happy
He who would learn to fly one day must first learn to walk and run and climb and dance; one cannot fly into flying. ,1,0,0,0,joy,False,happy
Faith is the bird that feels the light and sings when the dawn is still dark.,2,1,0,1,joy,False,happy
"These people fail to realize that it is on the inside that God must be defended, not on the outside. They should direct their anger at themselves. For evil in the open is but evil from within that has been let out. The main battlefield for good is not the open ground of the public arena but the small clearing of each heart.",2,2,3,1,anger,True,angry
We should not judge people by their peak of excellence; but by the distance they have traveled from the point where they started.,1,0,0,0,joy,False,happy
"Words save our lives, sometimes.",1,0,1,0,joy,False,happy
"The world is so empty if one thinks only of mountains, rivers & cities; but to know someone who thinks & feels with us, & who, though distant, is close to us in spirit, this makes the earth for us an inhabited garden.",1,0,0,0,joy,False,happy
"Believe there is a great power silently working all things for good, behave yourself and never mind the rest.",1,0,0,1,joy,False,happy
Be silent and safe — silence never betrays you,1,0,0,0,joy,False,happy
Hate looks like everybody else until it smiles,0,1,1,0,sadness,False,sad
"If you enter this world knowing you are loved and you leave this world knowing the same, then everything that happens in between can be dealt with.",0,1,0,1,sadness,False,sad
Stop doing what is easy. Start doing what is right.,0,0,0,0,joy,True,happy
Ruin is a gift. Ruin is the road to transformation.,1,2,0,1,sadness,False,sad
"Walk with the dreamers, the believers, the courageous, the cheerful, the planners, the doers, the successful people with their heads in the clouds and their feet on the ground. Let their spirit ignite a fire within you to leave this world better than when you found it...",3,1,0,2,joy,False,happy
"Although I'm only fourteen, I know quite well what I want, I know who is right and who is wrong. I have my opinions, my own ideas and principles, and although it may sound pretty mad from an adolescent, I feel more of a person than a child, I feel quite indepedent of anyone.",2,1,1,0,joy,False,happy
"To each there comes in their lifetime a special moment when they are figuratively tapped on the shoulder and offered the chance to do a very special thing, unique to them and fitted to their talents. What a tragedy if that moment finds them unprepared or unqualified for that which could have been their finest hour.",2,1,0,2,joy,True,happy
It is amazing what you can accomplish if you do not care who gets the credit.,1,0,0,0,joy,False,happy
7 Effective Ways to Make Others Feel Importan,0,0,0,0,joy,True,happy
"As is a tale, so is life: not how long it is, but how good it is, is what matters.",1,0,0,1,joy,False,happy
What you stay focused on will grow.,1,0,0,0,joy,False,happy
Good people see the good and bring out the best in other people.,2,0,0,2,joy,False,happy
"When things do not go your way, remember that every challenge — every adversity — contains within it the seeds of opportunity and growth.",0,1,2,0,anger,False,angry
"Be soft. Do not let the world make you hard. Do not let the pain make you hate. Do not let the bitterness steal your sweetness. Take pride that even though the rest of the world may disagree, you still believe it to be a beautiful place",2,4,4,0,sadness,True,sad
"It’s important that what thoughts you are feeding into your mind because your thoughts create your belief and experiences. You have positive thoughts and you have negative ones too. Nurture your mind with positive thoughts: kindness, empathy, compassion, peace, love, joy, humility, generosity, etc. The more you feed your mind with positive thoughts, the more you can attract great things into your life.",6,1,1,1,joy,False,happy
"Enjoy every step you take. If you're curious, there is always something new to be discovered in the backdrop of your daily life.",1,0,0,0,joy,False,happy
"Make the most of the best and the best of the worst, and keep your standards high. Never settle for anything less than you deserve or are capable of achieving.",0,0,1,0,anger,False,angry
"The minute I stopped trying to find the right girl, and started trying to become the right guy...the girl came.",0,0,0,0,joy,True,happy
"These were the lovely bones that had grown around my absence: the connections-sometimes tenuous, sometimes made at great cost, but often magnificent-that happened after I was gone. And I began to see things in a way that let me hold the world without me in it. The events that my death wrought were merely the bones of a body that would become whole at some unpredictable time in the future. The price of what I came to see as this miraculous body had been my life.",2,3,1,4,surprise,True,surprise
"Maybe this is why we read, and why in moments of darkness we return to books: to find words for what we already know.",0,1,2,0,anger,False,angry
"We are all equal in the fact that we are all different. We are all the same in the fact that we will never be the same. We are united by the reality that all colours and all cultures are distinct & individual. We are harmonious in the reality that we are all held to this earth by the same gravity. We don't share blood, but we share the air that keeps us alive. I will not blind myself and say that my black brother is not different from me. I will not blind myself and say that my brown sister is not different from me. But my black brother is he as much as I am me. But my brown sister is she as much as I am me.",3,0,0,0,joy,False,happy
Stay hungry. Stay foolish.,0,0,0,0,joy,True,happy
Pointing to another world will never stop vice among us; shedding light over this world can alone help us.,0,0,0,0,joy,True,happy
An eye is meant to see things,0,0,0,0,joy,True,happy
"I don't want to live in the kind of world where we don't look out for each other. Not just the people that are close to us, but anybody who needs a helping hand. I cant change the way anybody else thinks, or what they choose to do, but I can do my bit.",1,0,0,0,joy,False,happy
"I hate to say it, but shit really does happen. You just have to get over it. Beat the hell out of it by doing things that make you happy.",1,2,3,0,anger,False,angry
Love is too precious to be ashamed of.,2,1,0,1,joy,False,happy
"People who lack the clarity, courage, or determination to follow their own dreams will often find ways to discourage yours. When you change for the better, the people around you will be inspired to change also....but only after doing their best to make you stop. Live your truth and don't EVER stop.",1,1,0,1,joy,True,happy
Reality is wrong. Dreams are for the real.,0,0,0,0,joy,True,happy
"Never, ever, let anyone tell you what you can and can't do. Prove the cynics wrong. Pity them for they have no imagination. The sky's the limit. Your sky. Your limit. Now. Let's dance.",1,1,0,0,joy,False,happy
"Success is not the key to happiness. Happiness is the key to success. If you love what you are doing, you will be successful.",6,0,0,0,joy,False,happy
Everyone enjoys being acknowledged and appreciated. Sometimes even the simplest act of gratitude can change someone's entire day. Take the time to recognize and value the people around you and appreciate those who make a difference in your lives.,1,0,0,0,joy,False,happy
You will never be able to escape from your heart. So it's better to listen to what it has to say.,0,0,0,0,joy,True,happy
"Your problem is how you are going to spend this one and precious life you have been issued. Whether you're going to spend it trying to look good and creating the illusion that you have power over circumstances, or whether you are going to taste it, enjoy it and find out the truth about who you are.",3,1,0,3,joy,True,happy
Don't live down to expectations. Go out there and do something remarkable.,1,0,0,1,joy,False,happy
"Thus, from the war of nature, from famine and death, the most exalted object which we are capable of conceiving, namely, the production of the higher animals, directly follows. There is grandeur in this view of life, with its several powers, having been originally breathed into a few forms or into one; and that, whilst this planet has gone cycling on according to the fixed law of gravity, from so simple a beginning endless forms most beautiful and most wonderful have been, and are being, evolved.",4,3,2,2,joy,True,happy
"It did not really matter what we expected from life, but rather what life expected from us. We needed to stop asking about the meaning of life, and instead to think of ourselves as those who were being questioned by life—daily and hourly. Our answer must consist, not in talk and meditation, but in right action and in right conduct. Life ultimately means taking the responsibility to find the right answer to its problems and to fulfill the tasks which it constantly sets for each individual.",1,0,0,0,joy,False,happy
"Be yourself; no base imitator of another, but your best self. There is something which you can do better than another. Listen to the inward voice and bravely obey that. Do the things at which you are great, not what you were never made for.",0,0,0,0,joy,True,happy
Nothing will work unless you do.,0,0,0,0,joy,True,happy
"We are all worms, But I do believe that I am a glow worm.",1,0,0,1,joy,False,happy
The one who falls and gets up is stronger than the one who never tried. Do not fear failure but rather fear not trying.,0,1,2,0,anger,False,angry
"If you once forfeit the confidence of your fellow citizens, you can never regain their respect and esteem. It is true that you may fool all of the people some of the time; you can even fool some of the people all of the time; but you can't fool all of the people all of the time. -Speech at Clinton, Illinois, September 8, 1854.",4,2,1,0,joy,False,happy
"If you haven’t the strength to impose your own terms upon life, then you must accept the terms it offers you.",0,0,0,0,joy,True,happy
"I want to thank you, Lord, for life and all that's in it",0,0,0,0,joy,True,happy
Do not let the roles you play in life make you forget who you are.,0,0,0,0,joy,True,happy
Self-respect is the root of discipline: The sense of dignity grow,1,0,0,0,joy,False,happy
"When you have exhausted all possibilities, remember this - you haven't.",0,1,0,0,sadness,False,sad
"When I find myself in times of trouble, mother Mary comes to me",1,1,0,0,joy,False,happy
...there ain't no journey what don't change you some.,1,0,0,0,joy,False,happy
"When you judge another, you do not define them, you define yourself.",0,0,0,0,joy,True,happy
"You were born to stand out, stop trying to fit in.",0,0,0,0,joy,True,happy
"God, grant me the serenity to accept the things I cannot change, the courage to change the things I can, and the wisdom to know the difference.",3,0,0,0,joy,False,happy
"To write well, express yourself like the common people, but think like a wise man.",0,0,0,0,joy,True,happy
"Every man is more than just himself; he also represents the unique, the very special and always significant and remarkable point at which the world's phenomena intersect, only once in this way, and never again. That is why every man's story is important, eternal, sacred; that is why every man, as long as he lives and fulfills the will of nature, is wondrous, and worthy of consideration. In each individual the spirit has become flesh, in each man the creation suffers, within each one a redeemer is nailed to the cross.",2,1,1,2,joy,True,happy
"Love. Fall in love and stay in love. Write only what you love, and love what you write. The word is love. You have to get up in the morning and write something you love, something to live for.",7,1,0,0,joy,False,happy
Beauty is about being comfortable in your own skin. It's about knowing and accepting who you are.,1,0,0,0,joy,False,happy
"Nothing's perfect, the world's not perfect. But it's there for us, trying the best it can; that's what makes it so damn beautiful.",3,0,1,0,joy,False,happy
"Things die. But they don't always stay dead. Believe me, I know.",0,1,0,0,sadness,False,sad
"It doesn't matter if a million people tell you what you can't do, or if ten million tell you no. If you get one yes from God that's all you need.",1,0,0,0,joy,False,happy
"Change may not always bring growth, but there is no growth without change.",0,0,0,0,joy,True,happy
"Enthusiasm can help you find the new doors, but it takes passion to open them. If you have a strong purpose in life, you don't have to be pushed. Your passion will drive you there.",3,0,0,1,joy,False,happy
Let go of something old that no longer serves you in order to make room for something new.,0,0,0,0,joy,True,happy
"A rock pile ceases to be a rock pile the moment a single man contemplates it, bearing within him the image of a cathedral.",1,0,0,0,joy,False,happy
"Time weighs down on you like an old, ambiguous dream. You keep on moving, trying to sleep through it. But even if you go to the ends of the earth, you won't be able to escape it. Still, you have to go there- to the edge of the world. There's something you can't do unless you get there.",0,0,0,0,joy,True,happy
"She lacks confidence, she craves admiration insatiably. She lives on the reflections of herself in the eyes of others. She does not dare to be herself.",2,0,0,0,joy,False,happy
"Let us always meet each other with smile, for the smile is the beginning of love.",3,0,0,2,joy,False,happy
"I hated every minute of training, but I said, 'Don't quit. Suffer now and live the rest of your life as a champion'.",1,0,0,0,joy,False,happy
"If a man is to shed the light of the sun upon other men, he must first of all have it within himself.",1,0,0,1,joy,False,happy
"Knowing is not enough, we must apply. Willing is not enough, we must do.",0,0,0,0,joy,True,happy
"Each suburban wife struggles with it alone. As she made the beds, shopped for groceries, matched slipcover material, ate peanut butter sandwiches with her children, chauffeured Cub Scouts and Brownies, lay beside her husband at night- she was afraid to ask even of herself the silent question-- 'Is this all?",0,0,0,0,joy,True,happy
Beliefs are choices. First you choose your beliefs. Then your beliefs affect your choices.,0,0,0,0,joy,True,happy
Stop feeling sorry for yourself and you will be happy.,2,1,1,1,joy,True,happy
Sometimes you can see things happen right in front of your eyes and still jump to the wrong conclusions.,1,0,0,0,joy,False,happy
"I think that one of these days,"" he said, ""you're going to have to find out where you want to go. And then you've got to start going there. But immediately. You can't afford to lose a minute. Not you.",0,1,1,1,sadness,True,sad
"Belief, like fear or love, is a force to be understood as we understand the theory of relativity and principals of uncertainty. Phenomena that determine the course of our lives. Yesterday, my life was headed in one direction. Today, it is headed in another. Yesterday, I believe I would never have done what I did today. These forces that often remake time and space, that can shape and alter who w",1,0,2,0,anger,False,angry
"Each person deserves a day away in which no problems are confronted, no solutions searched for.",0,0,0,0,joy,True,happy
"There is no need to search; achievement leads to nowhere. It makes no difference at all, so just be happy now! Love is the only reality of the world, because it is all One, you see. And the only laws are paradox, humor and change. There is no problem, never was, and never will be. Release your struggle, let go of your mind, throw away your concerns, and relax into the world. No need to resist life, just do your best. Open your eyes and see that you are far more than you imagine. You are the world, you are the universe; you are yourself and everyone else, too! It's all the marvelous Play of God. Wake up, regain your humor. Don't worry, just be happy. You are already free!",6,3,1,0,joy,False,happy
"Once you learn to quit, it becomes a habit.",0,0,0,0,joy,True,happy
"It only takes a split second to smile and forget, yet to someone that needed it, it can last a lifetime.",1,0,0,1,joy,False,happy
"It is not the failure of others to appreciate your abilities that should trouble you, but rather your failure to appreciate theirs.",0,2,0,0,sadness,False,sad
"You can love a person dear to you with a human love, but an enemy can only be loved with divine love.",3,0,1,0,joy,False,happy
Surround Yourself with Positive People Who Believe in Your Dream,0,0,0,0,joy,True,happy
She had become accustomed to being lonely. She was used to walking alone and to being considered 'different.' She did not suffer too much.,0,1,1,0,sadness,False,sad
"To truly laugh, you must be able to take your pain, and play with it.",1,1,0,1,joy,True,happy
"Have regular hours for work and play; make each day both useful and pleasant, and prove that you understand the worth of time by employing it well. Then youth will bring few regrets, and life will become a beautiful success.",4,0,1,2,joy,False,happy
A villain is just a victim whose story hasn’t been told.,0,1,1,0,sadness,False,sad
Love yourself first and everything else falls into line. Your really have to love yourself to get anything done in this world.,2,0,0,0,joy,False,happy
But what was there to say,0,0,0,0,joy,True,happy
Successful people have no fear of failure. But unsuccessful people do. Successful people have the resilience to face up to failure—learn the lessons and adapt from it.,2,3,1,0,sadness,False,sad
"When you take control of your attitude, you take control of your life.",0,0,0,0,joy,True,happy
What other people think and say about you is none of your business. The most destructive thing you would ever do is to believe someone else's opinion of you. You have to stop letting other people's opinions control you.,0,0,1,0,anger,False,angry
"The comfort zone is a psychological state in which one feels familiar, safe, at ease, and secure. You never change your life until you step out of your comfort zone; change begins at the end of your comfort zone.",4,0,0,0,joy,False,happy
"You are willing to die, you coward, but not to live.",0,2,0,0,sadness,False,sad
Life's great happiness is to be convinced we are loved.,1,0,0,0,joy,False,happy
"This is my simple religion. There is no need for temples; no need for complicated philosophy. Our own brain, our own heart is our temple; the philosophy is kindness.",0,0,0,0,joy,True,happy
May Light always surround you,0,0,0,0,joy,True,happy
Do you know what you are,0,0,0,0,joy,True,happy
Scars are just another kind of memory.,1,0,0,0,joy,False,happy
"You need to find a way to live your life, that it doesn't make a mockery of your values.",0,0,0,0,joy,True,happy
"Hope is important because it can make the present moment less difficult to bear. If we believe that tomorrow will be better, we can bear a hardship today.",2,1,2,2,joy,True,happy
Your sacred space is where you can find yourself over and over again.,0,0,0,0,joy,True,happy
"We stood there, looking at each other, saying nothing. But it was the kind of nothing that meant everything. In his eyes, there was no trace of what had happened between us earlier and I could feel something inside me break",1,0,0,1,joy,False,happy
"Yesterday is not ours to recover, but tomorrow is ours to win or lose.",0,1,1,1,sadness,True,sad
You will never follow your own inner voice until you clear up the doubts in your mind.,0,0,0,0,joy,True,happy
"Yes, I understand why things had to happen this way. I understand his reason for causing me pain. But mere understanding does not chase away the hurt. It does not call upon the sun when dark clouds have loomed over me. Let the rain come then if it must come! And let it wash away the dust that hurt my eyes!",1,4,2,1,sadness,False,sad
"And that's when I understand that I have been stained. Whether I'm still in love with him, whether he was ever in love with me, and no matter who he's in love with now, Willem changed my life. He showed me how to get lost, and then I showed myself how to get found.",4,1,0,0,joy,False,happy
"To care about your outward appearance is important, but what’s more important is to have a beautiful soul.",1,0,0,0,joy,False,happy
Life is short. Focus on what really matters most. You have to change your priorities over time.,0,0,0,0,joy,True,happy
"Instead of committing suicide, people go to work.",0,1,1,0,sadness,False,sad
Your time is way too valuable to be wasting on people that can't accept who you are.,0,1,0,0,sadness,False,sad
"She was a beautiful dreamer. The kind of girl, who kept her head in the clouds, loved above the stars and left regret beneath the earth she walked on.",2,1,0,0,joy,False,happy
Done is better than perfect.,1,0,0,0,joy,False,happy
"The butterfly counts not months but moments, and has time enough.",0,0,0,0,joy,True,happy
Great leaders can see the greatness in others when they can’t see it themselves and lead them to their highest potential they don’t even know.,2,0,0,2,joy,False,happy
He not busy being born is busy dying.,0,1,1,0,sadness,False,sad
"Death, therefore, the most awful of evils, is nothing to us, seeing that, when we are, death is not come, and, when death is come, we are not.",0,4,4,3,sadness,True,sad
"We are afraid of losing what we have, whether it's our life or our possessions and property. But this fear evaporates when we understand that our life stories and the history of the world were written by the same hand.",0,1,2,0,anger,False,angry
"Pegang tanganku, tapi jangan terlalu erat, karena aku ingin seiring dan bukan digiring.(Spasi)",0,0,0,0,joy,True,happy
The only difference between you and God is that you have forgotten you are divine.,1,1,0,0,joy,False,happy
"But beauty is about finding the right fit, the most natural fit, To be perfect, you have to feel perfect about yourself --- avoid trying to be something you're not. For a goddess, that's especially hard. We can change so easily",3,0,0,0,joy,False,happy
If you have to dry the dishe,0,0,0,0,joy,True,happy
One of the best ways to influence people is to make them feel important.,0,0,0,0,joy,True,happy
And if my heart be scarred and burned,0,0,0,0,joy,True,happy
"My past has not defined me, destroyed me, deterred me, or defeated me; it has only strengthened me.",0,2,1,0,sadness,False,sad
"Plant seeds of happiness, hope, success, and love; it will all come back to you in abundance. This is the law of nature.",5,0,0,1,joy,False,happy
"I long to accomplish a great and noble task, but it is my chief duty to accomplish small tasks as if they were great and noble.",2,0,0,0,joy,False,happy
"All men want, not something to do with, but something to do, or rather something to be.",0,0,0,0,joy,True,happy
"It is not a daily increase, but a daily decrease. Hack away at the inessentials.",0,0,0,0,joy,True,happy
"As a single footstep will not make a path on the earth, so a single thought will not make a pathway in the mind. To make a deep physical path, we walk again and again. To make a deep mental path, we must think over and over the kind of thoughts we wish to dominate our lives.",1,0,1,0,joy,False,happy
"We can't choose our fate, but we can choose others. Be careful in knowing that.",0,0,0,0,joy,True,happy
"Looking at beauty in the world, is the first step of purifying the mind.",1,0,0,0,joy,False,happy
"The pure present is an ungraspable advance of the past devouring the future. In truth, all sensation is already memory.",2,0,0,2,joy,False,happy
"Ónen i-estel edain, ú-chebin estel anim",0,0,0,0,joy,True,happy
The greatest discovery of any generation is that a human can alter his life by altering his attitude.,0,0,0,0,joy,True,happy
"Ask yourself these three questions, Tatiana Metanova, and you will know who you are. Ask: What do believe in? What do you hope for? What do you love?",2,0,0,1,joy,False,happy
Stop doing what is easy or popular. Start doing what is right.,0,0,0,0,joy,True,happy
It doesn't matter how many people you meet in your life; you just need the real ones who accept you for who you are and help you become who you should be.,0,0,0,0,joy,True,happy
"Always believe in yourself and always stretch yourself beyond your limits. Your life is worth a lot more than you think because you are capable of accomplishing more than you know. You have more potential than you think, but you will never know your full potential unless you keep challenging yourself and pushing beyond your own self imposed limits.",0,0,0,0,joy,True,happy
Education is teaching our children to desire the right things.,0,0,0,0,joy,True,happy
"To learn something new, you need to try new things and not be afraid to be wrong.",0,0,0,0,joy,True,happy
"What the caterpillar calls the end of the world, the master calls a butterfly.",0,0,0,0,joy,True,happy
"Every morning when I wake up, I experience an exquisite joy —the joy of being Salvador Dalí— and I ask myself in rapture: What wonderful things is this Salvador Dalí going to accomplish today?",6,0,0,1,joy,False,happy
"Somebody has to start. Somebody has to step forward and do what is right, because it is right.",0,0,0,0,joy,True,happy
"The key to your happiness is to own your slippers, own who you are, own how you look, own your family, own the talents you have, and own the ones you don't. If you keep saying your slippers aren't yours, then you'll die searching, you'll die bitter, always feeling you were promised more. Not only our actions, but also our omissions, become our destiny.",2,3,1,1,sadness,True,sad
"Life's like a movie, write your own ending. Keep believing, keep pretending.",0,0,1,0,anger,False,angry
"If you care about what you do and work hard at it, there isn't anything you can't do if you want to.",0,0,0,0,joy,True,happy
"I am a flawed person. A brook with many stones, a clear blue sky with many blackbirds. I have many shortcomings. A rainbow that’s not long enough, a starry night with clouds. But I can only be thankful to the God who loves me just this way, and I can only be grateful to the people in my life who accept the clear blue sky with many blackbirds and who are patient with the rainbow that isn’t long enough. And because of this, I am taught love, because of this I love my God, and I love these people.",7,2,0,0,joy,False,happy
"Determine never to be idle. No person will have occasion to complain of the want of time, who never loses any. It is wonderful how much may be done, if we are always doing.",1,1,1,1,joy,True,happy
"Remake the world, a little at a time, each in your own corner of the world.",0,0,0,0,joy,True,happy
You can't outwit fate by standing on the sidelines placing little sidebets about the outcome of life. either you wade in and risk everything you have to play the game or you don't play at all. and if u don't play u can't win.,0,0,0,0,joy,True,happy
"Sometimes, as we're stumbling along in the dark, we hit something good.",1,1,1,1,joy,True,happy
Associate Yourself with People Who Think Positively,0,0,0,0,joy,True,happy
"Everything will turn out right, the world is built on that.",0,0,0,0,joy,True,happy
"The arc of the moral universe is long, but it bends towards justice.",0,0,1,0,anger,False,angry
"You were put on this earth to achieve your greatest self, to live out your purpose, and to do it courageously.",1,0,0,0,joy,False,happy
"If you want to build a ship, don’t drum up the men to gather wood, divide the work, and give orders. Instead, teach them to yearn for the vast and endless sea.",2,1,1,1,joy,True,happy
"When a stargirl cries, she sheds not tears but light.",0,0,0,0,joy,True,happy
"Be a lamp, or a lifeboat, or a ladder. Help someone's soul heal. Walk out of your house like a shepherd.",1,0,0,0,joy,False,happy
"If you can't run, you crawl. If you can't crawl-- you find someone to carry you.",0,0,0,0,joy,True,happy
Fair means everyone gets what they need. And the only way to get what you need is to make it happen yourself.,0,0,0,0,joy,True,happy
"Just because someone desires you, it does not mean that they value you",0,0,0,0,joy,True,happy
"You are not a victim. No matter what you have been through, you're still here. You may have been challenged, hurt, betrayed, beaten, and discouraged, but nothing has defeated you. You are still here! You have been delayed but not denied. You are not a victim, you are a victor. You have a history of victory.",2,5,3,0,sadness,False,sad
Happiness is always there. You just have to choose to see it. There's no point dwelling in the dark and ignoring the light of the stars.,1,1,0,0,joy,False,happy
"God turns you from one feeling to another and teaches by means of opposites so that you will have two wings to fly, not one",2,1,1,1,joy,True,happy
"According to Aristophanes in Plato's The Banquet, in the ancient world of legend there were three types of people",1,0,0,0,joy,False,happy
We all have two lives. The second one starts when we realize that we only have one.,0,0,0,0,joy,True,happy
"Keep a little fire burning; however small, however hidden.",0,0,0,0,joy,True,happy
Intellectual growth should commence at birth and cease only at death.,1,1,1,1,joy,True,happy
"Conquer the angry one by not getting angry; conquer the wicked by goodness; conquer the stingy by generosity, and the liar by speaking the truth",2,1,3,2,anger,True,angry
"Somehow I can't believe that there are any heights that can't be scaled by a man who knows the secrets of making dreams come true. This special secret, it seems to me, can be summarized in four Cs. They are curiosity, confidence, courage, and constancy, and the greatest of all is confidence. When you believe in a thing, believe in it all the way, implicitly and unquestionable.",4,0,0,1,joy,False,happy
Life is wasted on the living.,0,0,1,0,anger,False,angry
"Every day People straighten up the hair, why not the heart?",0,0,0,0,joy,True,happy
"I believe the simplest explanation is, there is no God. No one created the universe and no one directs our fate. This leads me to a profound realization that there probably is no heaven and no afterlife either. We have this one life to appreciate the grand design of the universe and for that, I am extremely grateful.",1,0,0,0,joy,False,happy
It doesn't matter what you do...so long as you change something from the way it was before you touched it into something that's like you after you take your hands away.,0,0,0,0,joy,True,happy
"It's funny how, in this journey of life, even though we may begin at different times and places, our paths cross with others so that we may share our love, compassion, observations, and hope. This is a design of God that I appreciate and cherish.",6,1,1,2,joy,False,happy
Nothing ever really goes away--it just changes into something else. Something beautiful.,1,0,0,0,joy,False,happy
????? ???? ????? ????? ?????? ??? ??????? ???? ????????? ????? ?? ???? ?? ???? ?? ?????????,0,0,0,0,joy,True,happy
